Inventory Level,Units Sold,Units Ordered,Price,Discount,Competitor Pricing,Demand
177,84,0,56.35,10,63.1,83
640,70,0,52.14,0,57.61,79
386,184,0,119.04,15,105.63,164
344,190,0,85.09,0,81.91,208
119,85,0,45.15,0,54.45,125
826,49,0,17.11,25,15.33,59
113,113,99,50.0,0,47.41,112
173,118,126,100.67,10,95.65,153
271,117,0,143.1,5,171.69,123
205,55,0,145.34,5,139.36,45
783,107,0,103.25,0,124.15,173
55,55,219,43.23,5,37.46,185
617,92,0,80.01,10,78.51,146
120,58,72,14.28,0,16.06,62
329,122,0,44.02,5,51.77,157
79,68,108,23.8,0,28.68,109
111,96,157,67.04,10,57.78,148
125,125,146,129.36,15,117.01,153
105,62,0,129.2,5,110.65,98
217,210,0,102.4,10,115.8,220
151,129,286,36.13,0,39.1,122
346,117,0,93.81,5,105.93,164
289,162,0,52.59,10,50.44,193
501,25,0,69.32,10,59.61,32
164,86,120,76.92,0,76.11,129
213,114,0,29.09,20,34.52,177
157,157,162,27.52,10,32.42,154
127,90,0,59.49,15,57.22,118
81,81,116,84.18,5,94.85,97
212,113,0,121.51,0,109.97,162
270,28,0,56.01,5,51.21,39
355,144,0,25.9,0,22.76,131
453,84,508,126.4,10,152.2,133
673,168,0,71.78,10,82.13,144
211,50,0,84.18,0,83.67,66
166,125,356,23.44,5,25.83,148
112,112,155,31.33,5,35.35,151
324,95,0,72.14,25,83.31,125
269,91,416,135.52,10,159.98,120
0,0,0,12.85,20,12.58,67
581,191,0,68.28,0,77.69,163
179,86,0,81.59,10,90.54,99
853,257,0,25.08,25,27.86,233
947,60,0,19.71,5,21.34,70
164,33,0,31.45,5,37.93,48
582,102,0,16.26,20,15.46,154
346,48,0,96.59,10,84.17,60
147,147,140,56.7,15,49.91,149
142,142,211,51.1,0,60.99,190
341,136,316,142.86,0,171.42,142
233,112,259,119.01,0,105.66,115
523,133,0,95.65,10,94.68,215
529,94,0,98.35,0,93.15,93
618,123,0,102.77,10,113.26,148
198,85,270,104.91,10,93.21,127
323,38,0,120.64,0,118.33,59
392,33,0,120.31,0,140.27,45
299,147,0,59.6,15,56.3,161
453,113,361,78.03,0,91.25,110
228,192,713,11.01,20,13.2,170
458,97,0,21.81,0,18.66,104
312,72,324,140.34,10,165.64,107
750,140,0,53.47,20,58.96,172
168,84,0,78.27,0,75.42,101
570,149,0,44.35,0,38.06,144
700,216,902,34.22,15,32.35,198
131,98,102,117.45,0,116.74,111
363,96,0,119.22,15,111.57,142
388,114,0,26.39,0,29.57,103
379,140,0,63.46,5,69.18,131
149,24,0,86.16,5,102.53,31
276,103,0,23.22,10,20.49,156
115,64,0,152.03,10,175.11,77
517,66,0,101.63,0,122.63,88
300,87,0,109.73,10,130.73,84
110,72,96,91.28,5,99.6,91
148,93,88,165.46,5,152.61,81
125,84,99,51.9,15,46.56,85
177,96,0,136.06,5,128.72,85
423,239,622,15.49,20,16.4,283
120,97,0,43.89,5,40.16,112
213,79,0,31.22,0,33.77,105
253,173,0,6.77,25,7.86,151
296,94,339,18.3,10,16.37,153
837,74,0,62.09,5,53.15,111
219,79,257,75.59,15,80.13,123
78,78,178,75.48,5,73.88,159
1447,161,0,92.96,25,86.07,167
583,143,0,66.6,5,65.54,133
271,139,0,96.32,5,96.27,154
423,57,0,125.05,0,148.9,65
745,117,0,73.19,10,78.82,126
170,79,0,165.65,5,160.85,75
327,93,284,55.63,10,48.63,150
177,63,0,34.08,0,32.68,72
108,95,125,36.79,10,31.29,104
149,58,0,18.56,10,16.87,65
251,108,0,125.65,20,115.83,94
206,60,0,27.31,0,32.66,60
211,48,0,65.34,5,61.3,68
93,93,93,59.47,10,69.45,99
570,70,0,53.21,5,58.68,101
202,104,211,111.98,10,110.96,123
154,124,0,64.42,10,63.39,143
409,89,0,37.84,10,35.04,87
777,140,0,29.06,0,27.83,132
99,82,117,42.05,20,38.88,129
181,141,138,99.27,5,96.92,129
154,54,0,115.54,10,99.4,61
469,82,0,163.49,15,191.32,126
676,124,0,88.56,10,102.22,155
219,89,0,33.48,0,40.31,97
525,143,0,75.49,5,84.74,125
134,93,98,15.06,10,13.54,92
207,207,578,50.84,10,45.39,214
119,119,162,23.29,10,24.92,136
172,107,135,65.1,5,60.49,120
146,29,0,101.96,0,117.42,48
461,53,0,103.08,15,101.65,65
562,93,0,89.31,5,81.17,129
191,141,0,34.06,10,30.24,121
229,87,0,85.98,10,79.04,134
731,110,0,51.57,5,45.75,165
476,108,423,99.55,0,98.59,102
198,104,0,59.8,25,55.57,142
506,64,0,22.28,10,24.21,56
162,126,143,22.26,25,20.46,126
800,77,0,64.76,5,57.91,110
116,69,106,84.17,10,93.85,114
99,99,0,133.66,15,131.41,270
746,81,0,70.73,5,61.32,103
211,208,0,30.78,5,26.31,215
369,88,0,119.18,5,103.42,82
505,60,0,60.48,5,65.19,74
161,151,254,77.21,25,85.59,144
41,41,0,16.45,20,17.42,89
155,90,145,32.13,0,29.34,124
229,53,0,89.17,0,85.3,86
178,62,0,123.32,15,117.83,92
367,66,0,15.11,5,14.53,64
390,94,314,54.1,10,47.11,102
93,90,123,95.66,0,108.05,116
596,102,0,27.74,0,30.61,159
887,88,0,25.79,5,25.31,136
131,126,130,35.58,25,39.22,158
480,66,0,15.16,5,17.48,92
298,134,272,104.85,15,124.66,115
140,140,231,65.2,10,74.65,200
211,115,0,35.29,25,30.85,141
205,189,0,129.48,15,143.78,165
121,58,0,105.5,0,112.33,94
390,50,0,64.84,5,62.52,65
435,79,0,100.52,0,106.07,115
495,73,0,96.38,0,82.91,78
113,111,308,116.72,10,115.77,164
285,121,0,108.73,20,126.38,107
359,29,0,113.3,10,104.01,43
152,70,0,55.08,0,46.91,82
340,86,0,65.79,20,72.24,127
36,36,0,14.45,5,12.87,189
361,206,497,26.23,5,28.28,207
240,57,0,127.17,0,149.37,49
610,79,0,53.91,10,47.92,116
84,84,105,77.47,5,76.43,114
421,190,0,33.6,25,38.48,166
484,166,0,43.29,0,47.41,251
135,105,122,105.66,20,102.45,150
267,95,0,109.6,5,95.1,80
274,176,0,33.93,10,30.23,213
239,220,0,61.6,25,56.53,188
125,61,0,89.94,10,106.65,55
564,156,0,22.31,5,25.81,141
229,93,228,185.49,0,207.98,104
451,32,0,78.98,5,92.3,35
213,78,210,102.16,15,102.11,65
134,78,104,78.52,25,93.29,118
143,79,86,167.18,5,162.58,84
140,108,110,55.2,10,66.2,102
362,156,394,130.35,25,138.6,165
184,65,0,10.87,5,12.09,83
433,100,0,38.41,5,46.31,87
134,60,67,27.35,5,32.04,80
80,80,126,7.61,10,6.94,111
202,127,0,17.21,5,15.7,114
763,116,0,62.52,10,70.06,148
140,140,369,104.88,5,90.27,182
178,55,0,46.56,15,49.36,59
1286,116,0,103.19,0,93.24,105
440,50,0,48.2,15,54.37,82
803,69,0,75.13,15,73.51,108
366,84,0,134.88,0,130.51,72
628,107,0,69.38,5,79.91,92
453,56,0,153.04,5,176.81,67
234,146,0,59.71,0,51.42,138
114,114,356,35.79,10,34.91,119
138,62,85,30.1,20,26.87,80
91,57,80,17.86,10,21.23,68
143,60,122,131.23,10,121.92,73
146,120,109,26.49,20,23.0,100
454,174,0,67.86,20,80.41,150
93,93,240,68.76,25,80.97,216
500,118,506,53.6,10,61.01,120
98,98,288,110.01,15,103.69,136
802,178,874,61.9,20,72.2,190
320,126,409,48.31,0,45.79,130
637,128,652,30.55,5,29.99,168
134,130,158,44.11,20,42.17,145
178,170,172,97.09,10,114.07,158
100,66,0,97.34,25,108.01,78
387,133,394,221.73,0,260.6,177
552,118,0,79.72,20,95.94,160
130,47,84,31.19,0,33.11,77
382,156,364,75.29,10,85.4,143
139,133,149,16.15,15,17.35,150
405,240,0,45.68,20,48.45,241
162,111,145,25.7,0,29.86,134
200,189,168,74.38,5,70.63,166
117,107,74,107.57,10,130.09,91
408,98,446,130.35,5,129.58,101
469,110,439,84.73,15,92.68,168
336,208,357,37.03,20,31.6,193
777,140,0,86.59,10,74.59,137
621,184,0,45.11,15,43.11,157
368,112,0,87.02,25,102.45,171
94,55,93,58.82,5,63.78,78
442,89,0,30.4,0,28.93,99
179,179,269,34.07,15,31.81,242
723,124,0,79.82,0,86.05,183
153,153,164,107.18,10,102.27,181
937,148,0,135.48,0,115.74,204
665,101,0,61.59,10,70.12,93
635,165,709,29.19,10,28.13,216
281,47,0,117.2,0,102.78,63
445,191,722,83.08,10,76.04,179
10,10,0,72.81,20,83.08,103
311,62,0,19.55,10,19.2,90
210,50,0,23.98,5,21.39,54
176,73,0,84.72,5,98.79,101
116,47,0,112.08,10,119.97,63
301,88,0,14.87,20,17.9,126
296,128,674,57.44,25,67.93,207
126,126,189,106.68,5,127.23,171
494,134,0,23.14,15,21.54,134
799,58,0,18.97,20,17.63,93
135,58,73,37.99,0,42.81,86
1201,150,0,19.64,0,18.57,142
164,100,0,108.6,20,121.2,148
231,82,0,51.45,5,46.63,82
96,96,123,34.81,25,31.02,136
332,65,0,109.03,10,125.71,89
322,77,0,99.48,10,97.2,92
340,166,0,91.68,0,101.46,176
356,159,543,131.14,0,122.51,192
422,161,0,94.32,15,103.54,138
272,62,0,85.64,10,97.93,80
164,39,0,115.65,0,128.34,61
330,67,237,139.13,0,123.55,69
82,82,208,69.26,5,68.17,175
254,125,0,69.6,10,76.79,107
373,145,0,11.97,20,10.74,183
155,155,0,21.1,20,19.29,169
183,60,0,135.2,0,126.57,52
531,141,603,53.61,25,47.33,178
105,67,52,58.02,15,53.86,62
231,116,291,42.01,0,37.51,126
318,115,0,38.92,0,36.57,185
152,142,166,104.93,20,97.42,148
675,38,0,96.38,5,106.95,59
98,98,0,25.18,25,22.74,167
19,19,0,57.09,10,53.48,98
64,64,111,89.66,25,94.48,106
408,53,0,20.85,0,19.59,87
136,99,0,164.5,5,186.64,84
419,145,420,106.02,15,91.83,136
135,102,319,110.99,15,131.73,104
160,159,128,110.84,0,133.74,137
150,43,0,154.54,0,144.11,49
142,36,0,45.0,10,52.99,45
206,75,0,113.14,10,127.66,63
741,306,0,13.77,25,15.3,258
333,167,480,43.13,10,48.7,141
141,105,83,29.67,0,35.88,89
126,126,133,7.26,20,8.55,152
414,350,680,28.21,10,24.57,347
647,55,0,55.18,10,52.71,91
257,107,0,80.29,10,78.24,108
123,123,225,70.66,15,82.69,196
1170,128,0,123.48,5,118.75,185
390,225,831,67.51,25,71.89,251
734,215,672,98.45,10,88.06,183
282,38,0,93.12,20,84.76,34
521,184,571,102.67,5,93.3,213
397,105,0,190.58,0,171.48,101
372,108,283,47.8,25,41.97,161
224,91,0,34.93,15,41.7,147
161,149,143,43.35,0,49.68,140
114,56,106,20.31,5,24.51,90
83,78,0,135.02,0,153.75,66
135,83,94,30.68,5,29.86,93
280,60,0,53.5,20,52.52,61
240,105,0,75.7,0,69.05,126
382,80,0,55.62,5,47.93,98
211,76,0,98.06,10,95.11,82
624,110,0,55.47,15,51.16,112
194,99,0,33.66,20,33.22,87
509,118,0,27.42,10,31.71,167
162,100,0,44.29,0,48.42,91
180,118,159,80.42,25,73.19,138
434,70,0,114.91,5,133.56,59
254,190,0,195.7,10,231.86,170
434,110,0,95.07,10,87.3,162
167,67,0,23.45,25,22.52,63
226,94,0,64.89,5,70.31,79
155,98,98,14.49,15,17.48,113
165,83,0,41.24,0,39.41,101
196,72,0,24.51,5,21.38,118
179,98,69,61.0,0,58.15,84
84,84,64,120.64,0,120.04,79
310,45,0,88.17,25,97.25,71
359,90,0,84.35,15,76.11,147
128,69,0,31.76,5,38.13,98
637,72,0,71.98,10,79.71,94
437,67,0,37.2,5,34.01,62
256,117,0,89.36,10,78.44,101
132,89,0,50.17,20,56.93,82
353,80,252,27.43,10,26.99,100
269,103,0,29.4,10,29.14,159
599,80,0,51.51,25,58.2,129
164,76,131,96.01,5,90.28,122
789,209,641,115.51,20,136.46,254
564,150,595,63.74,25,57.07,147
470,119,0,21.21,15,25.52,136
234,67,0,111.29,10,110.06,77
254,111,0,63.82,15,72.14,124
254,58,0,76.4,5,89.1,68
605,103,0,20.25,5,23.59,100
160,50,0,26.17,0,24.2,63
528,59,0,70.77,5,75.41,51
485,113,0,109.93,25,109.23,95
213,111,366,16.04,25,13.94,157
168,51,0,47.23,5,42.3,49
189,90,0,93.65,5,90.26,109
360,148,633,26.66,10,29.41,183
741,111,0,23.74,10,27.02,144
150,77,106,32.45,25,31.86,109
1051,103,0,20.9,0,17.97,164
336,56,0,109.01,0,94.49,64
149,149,176,67.22,15,65.2,215
123,103,119,38.79,10,45.54,128
267,142,234,126.26,10,120.88,118
245,91,235,82.99,25,93.96,108
889,156,0,88.61,10,83.13,184
197,122,0,106.16,0,103.64,116
1281,265,0,121.06,15,144.07,235
518,95,0,109.0,10,95.66,140
553,60,0,127.74,0,150.73,89
263,97,0,131.1,10,129.18,82
208,184,151,65.22,5,55.5,153
129,129,675,81.82,15,80.88,164
228,177,0,10.88,25,12.24,191
497,110,0,24.0,0,29.01,153
447,96,0,136.64,10,146.52,99
390,133,0,56.3,10,62.51,148
90,90,109,73.75,15,73.05,134
115,115,382,42.63,15,44.9,211
203,153,0,37.68,0,34.53,172
176,56,0,103.83,0,103.8,74
637,145,0,109.72,15,117.25,131
647,132,689,35.46,0,32.47,188
787,35,0,46.17,10,52.92,53
111,111,142,119.19,15,108.45,142
355,146,368,20.57,10,21.84,132
265,47,0,166.64,0,192.72,73
274,68,0,89.13,10,107.47,80
33,33,0,116.34,10,125.53,101
129,72,62,94.68,0,82.93,72
107,45,59,151.45,0,160.92,57
106,106,92,56.78,10,67.04,111
525,31,0,84.17,25,98.01,34
435,184,373,13.74,20,13.21,206
166,47,0,36.02,0,37.94,55
119,119,147,30.15,10,36.16,127
133,94,137,8.55,0,10.33,131
64,64,0,13.02,25,15.54,117
592,209,942,68.69,15,75.42,206
519,151,0,89.8,5,85.51,126
225,97,0,68.47,0,65.96,109
1042,312,0,118.84,25,107.46,270
165,123,0,75.42,0,86.91,177
519,131,0,91.9,10,90.3,157
727,77,0,141.45,10,138.28,118
337,132,0,92.17,15,88.6,214
292,35,0,162.35,0,146.97,55
264,107,0,39.28,25,44.03,112
133,47,0,31.55,5,29.8,65
155,79,101,35.22,5,41.79,90
164,90,0,22.94,0,21.93,95
127,88,200,161.16,0,160.44,102
146,75,92,25.0,25,24.31,102
220,79,213,70.87,10,66.06,108
135,135,123,63.24,20,61.07,140
302,144,0,70.44,0,75.38,179
423,39,0,92.3,5,84.99,51
514,74,0,56.3,5,65.33,98
95,88,0,42.53,5,38.53,106
391,213,0,25.05,25,26.79,202
62,62,155,55.7,5,48.5,167
221,182,170,82.63,25,91.92,166
364,29,0,110.18,0,128.13,35
458,74,0,150.05,10,131.07,68
324,133,323,95.0,0,100.01,143
100,100,201,31.99,25,37.06,180
132,132,0,63.44,20,69.82,125
155,122,97,13.72,20,14.45,115
660,70,0,33.41,10,39.08,85
124,56,0,19.98,5,22.66,72
150,150,216,88.94,0,86.71,216
64,64,96,108.76,10,126.74,94
265,110,0,132.48,5,122.85,106
269,175,0,94.37,10,107.65,187
416,89,0,34.07,15,30.09,140
565,198,604,102.35,10,92.95,199
370,76,276,43.22,5,41.33,105
139,126,580,95.84,10,84.16,123
43,43,112,65.89,0,76.92,96
273,91,0,26.28,20,28.92,141
166,127,157,30.81,5,29.18,157
519,187,0,68.9,15,73.53,189
219,77,0,90.4,10,83.53,120
580,121,0,129.53,0,126.16,186
414,172,0,87.0,0,85.16,155
351,131,0,21.41,25,25.78,185
675,142,0,107.79,25,124.62,141
143,137,0,71.51,10,86.37,143
196,146,259,97.49,5,97.44,125
502,71,0,18.58,10,16.0,76
110,66,81,27.47,5,24.7,91
469,142,431,87.6,10,94.57,129
372,76,0,120.62,5,132.27,69
102,102,0,17.83,10,20.34,148
431,100,0,52.37,20,61.84,147
99,99,146,97.74,5,116.33,140
212,124,0,25.42,10,30.55,165
630,98,0,22.81,10,27.59,130
179,108,0,37.66,5,44.97,98
948,106,0,13.37,25,15.82,127
280,41,0,98.93,0,118.05,52
176,124,137,55.07,20,47.65,160
139,89,94,37.41,10,45.21,117
125,122,0,126.65,5,119.06,102
154,52,0,91.25,0,101.38,53
733,153,0,78.96,10,86.7,160
75,75,588,120.14,10,140.6,220
1016,206,0,115.15,10,127.85,190
423,101,0,103.04,0,92.08,88
493,82,0,116.15,10,106.45,77
166,72,0,129.19,5,145.3,77
175,173,145,66.05,0,75.37,158
361,75,0,73.25,0,81.07,91
764,75,0,10.25,5,9.35,75
387,267,464,28.21,10,33.6,263
351,63,0,127.54,5,146.53,64
257,4,0,37.1,5,34.29,4
109,92,100,68.94,5,73.19,94
291,179,0,51.17,0,44.18,198
952,146,0,25.16,25,29.2,149
120,33,0,81.03,10,71.74,37
492,96,0,108.87,20,105.89,131
515,53,0,20.74,10,25.08,64
752,143,0,67.63,0,79.74,135
142,142,135,126.12,5,143.13,141
209,170,568,21.36,20,18.43,169
218,67,172,140.54,25,164.42,107
206,51,0,89.53,10,78.59,67
210,65,0,119.87,5,106.62,79
119,100,102,92.94,5,111.97,97
121,85,107,173.71,0,190.1,95
92,72,108,66.07,0,64.18,109
494,104,0,139.57,10,168.03,126
251,180,0,16.33,10,14.62,229
119,111,505,42.46,25,42.15,184
147,147,178,41.63,0,38.09,187
176,164,177,10.34,5,9.85,202
680,142,0,18.89,0,21.56,145
383,40,0,46.08,10,49.72,56
368,167,400,101.22,10,111.65,210
128,128,154,75.39,5,65.19,159
730,166,0,111.89,15,130.16,211
42,42,0,69.46,0,81.26,147
388,182,0,96.89,0,107.91,156
650,64,0,122.88,5,134.7,74
205,205,1000,104.76,25,89.59,335
257,109,311,145.52,20,169.9,102
440,168,526,58.12,25,54.04,240
442,133,448,37.69,10,32.55,136
177,47,0,30.56,10,36.58,66
74,67,61,18.97,0,21.01,56
39,39,0,113.75,10,125.28,48
163,112,146,35.11,10,38.38,173
141,57,0,49.46,25,53.3,71
123,81,97,65.19,5,55.94,95
158,158,671,55.73,25,58.97,200
384,76,0,105.78,0,116.1,89
440,74,0,58.76,10,57.33,112
416,39,0,36.52,0,31.78,48
178,148,0,30.09,10,27.58,182
155,119,0,39.38,15,42.2,105
209,56,0,88.37,0,106.38,92
335,39,0,114.96,10,112.83,59
384,92,0,165.21,0,185.88,80
191,160,0,90.06,20,84.74,186
201,84,0,26.07,15,28.28,72
364,233,600,92.8,5,103.63,201
130,58,63,13.58,10,15.69,77
590,186,606,37.21,25,44.49,182
68,68,149,20.07,25,17.25,130
216,112,157,64.91,15,58.04,157
96,58,74,104.51,10,93.47,68
155,51,0,108.71,10,123.12,78
533,65,0,62.49,25,74.54,107
327,44,0,31.72,0,31.65,68
367,76,0,68.55,15,59.47,82
294,92,0,44.32,0,48.12,113
436,53,0,81.08,10,79.98,72
112,96,122,66.36,10,74.5,132
182,52,0,24.77,5,27.02,69
196,148,138,27.94,10,30.16,160
332,145,460,81.69,5,73.01,192
142,142,182,113.25,0,136.03,181
459,226,0,137.62,0,163.24,233
242,194,950,74.09,25,83.03,226
929,151,0,21.3,20,23.06,158
533,86,0,133.08,0,129.56,99
6,6,0,73.96,0,63.0,103
50,50,294,75.63,25,85.59,137
431,145,562,23.49,15,23.41,171
125,125,160,24.42,25,25.81,146
327,159,0,86.56,20,85.5,148
296,87,248,140.25,0,139.16,82
366,176,0,14.85,25,16.73,148
1005,181,0,64.89,10,72.39,183
146,146,267,132.57,10,121.21,264
88,88,0,25.91,0,28.98,135
532,98,0,18.4,20,16.22,84
71,71,94,39.41,0,43.23,96
842,151,0,16.33,10,18.63,132
239,130,211,118.24,10,102.1,119
189,60,0,47.11,5,41.27,58
144,60,0,36.18,5,31.32,75
237,162,401,153.46,10,130.68,188
337,79,0,88.33,10,97.45,73
580,180,754,72.81,20,77.6,174
543,85,0,95.23,5,105.99,114
810,120,0,111.46,0,104.52,122
322,139,308,94.36,20,112.23,148
411,136,463,105.14,25,113.12,117
94,94,339,137.98,10,136.63,97
147,147,283,68.95,15,79.94,240
286,114,0,68.96,10,83.46,105
689,189,866,13.15,20,12.19,221
120,120,0,26.04,5,25.56,184
288,183,726,153.43,25,172.19,204
856,277,0,71.03,10,75.89,240
117,117,167,83.93,10,79.19,159
494,157,0,41.35,0,49.09,138
806,182,0,36.38,0,39.2,179
87,87,100,97.75,10,117.94,103
396,80,340,125.54,5,110.5,122
462,164,0,30.37,10,29.92,169
609,117,0,61.21,10,61.07,120
135,118,134,109.47,10,121.97,112
39,39,0,23.38,10,20.19,159
151,76,0,195.3,0,177.47,104
575,53,0,99.12,0,85.98,66
464,101,0,119.18,10,110.54,93
121,121,146,103.54,15,120.68,170
143,105,87,146.01,20,132.43,95
128,84,153,56.66,15,62.68,129
390,124,0,139.06,5,151.29,107
444,105,0,13.69,10,13.58,159
488,95,0,43.05,5,38.42,106
178,131,138,30.06,15,25.67,128
189,107,162,8.76,5,8.7,140
538,226,0,20.46,10,23.51,217
343,192,0,73.87,5,72.68,171
201,70,0,68.86,10,79.27,77
154,88,137,56.87,25,52.61,143
564,80,0,91.82,10,85.19,101
831,119,0,65.22,0,57.92,109
206,139,0,78.94,10,86.81,122
586,65,0,126.42,10,123.07,83
571,180,0,70.5,25,68.75,158
148,63,0,158.04,10,179.55,91
272,218,0,59.95,10,67.15,198
309,136,0,32.56,25,36.1,167
130,52,0,26.1,20,29.01,55
68,68,131,18.16,25,20.17,129
200,24,0,99.08,20,94.64,31
197,135,149,35.99,0,34.67,127
297,122,236,78.78,0,75.69,108
139,118,167,70.91,10,65.05,139
506,65,0,50.73,5,43.63,72
308,47,0,88.2,10,77.61,53
1240,77,0,56.05,0,55.34,67
377,121,372,40.27,10,47.84,122
682,110,0,26.85,5,25.51,122
36,36,52,36.18,5,41.54,50
153,96,88,85.16,0,94.99,82
296,48,285,112.61,10,133.45,68
292,72,0,158.16,5,143.23,68
354,113,0,84.05,10,80.72,120
117,84,117,30.41,10,32.02,100
131,131,0,90.4,0,82.5,152
135,64,124,14.9,10,17.65,104
404,83,0,37.2,0,39.33,85
149,114,146,23.52,10,20.93,122
261,88,0,71.11,0,69.62,132
112,79,73,113.31,5,112.21,76
550,47,0,119.37,0,105.19,61
468,164,474,105.89,5,97.74,191
283,61,237,30.35,10,35.71,101
291,127,0,94.44,5,110.44,167
202,139,0,46.53,5,41.57,129
383,79,0,82.92,10,87.33,94
138,35,0,53.22,5,51.34,39
382,133,290,29.35,5,32.22,120
186,100,0,22.95,10,26.85,95
187,151,0,63.1,10,70.66,136
182,105,0,86.03,5,73.56,88
874,153,0,124.12,0,113.1,170
48,48,0,77.55,5,70.72,133
778,161,0,26.37,10,22.9,175
447,99,0,116.85,5,132.44,91
722,127,0,81.58,5,69.74,152
259,79,0,92.59,0,110.54,109
286,62,0,16.93,10,19.41,64
160,107,136,32.65,0,30.68,130
168,63,0,80.19,5,77.88,70
209,72,0,111.48,10,131.11,62
190,125,243,17.66,5,20.39,126
824,86,0,52.41,10,51.87,93
267,131,0,88.49,10,93.8,124
633,111,0,26.03,5,28.79,154
434,77,0,21.34,5,20.02,77
94,94,107,40.8,5,44.41,123
691,176,733,21.03,0,20.83,166
109,45,0,95.48,10,83.08,57
129,87,113,57.24,0,53.07,99
84,84,186,55.68,0,47.88,204
75,75,0,159.13,10,145.78,203
258,100,0,109.28,0,93.72,89
400,47,0,66.1,0,75.49,70
458,163,0,111.3,5,105.83,150
690,72,0,89.32,0,98.79,71
183,129,0,121.13,0,112.5,140
275,52,0,127.02,0,126.31,72
237,69,0,125.84,5,148.07,70
283,36,0,44.35,5,40.9,39
172,51,0,67.05,10,63.96,81
500,154,0,13.74,10,12.41,191
464,125,0,21.12,5,24.98,127
105,61,0,153.59,0,141.29,87
579,127,0,53.4,10,49.39,113
167,98,0,72.79,0,77.36,95
337,139,273,43.91,0,37.5,141
624,78,0,27.3,10,23.75,99
100,41,0,86.96,5,83.22,41
316,46,0,96.66,0,112.18,47
298,194,0,31.7,10,31.64,186
492,66,0,54.06,10,63.75,97
151,108,92,116.22,5,139.04,114
368,188,0,27.04,0,32.68,193
247,60,0,155.69,0,188.08,54
522,72,0,87.8,10,80.54,62
363,45,0,109.39,10,94.27,68
146,61,0,86.53,0,93.0,62
125,36,0,150.99,0,169.03,56
197,110,0,62.87,0,55.95,94
266,104,0,133.11,5,141.6,94
339,109,0,13.12,0,14.04,126
393,91,0,42.82,10,39.44,122
185,84,115,32.57,0,39.39,118
244,119,0,8.67,5,7.83,136
312,25,0,11.6,10,13.97,34
151,117,0,61.68,5,66.34,125
531,147,0,102.08,10,94.91,192
203,47,0,57.74,0,64.29,74
484,151,535,116.98,0,131.76,165
712,90,0,66.12,0,75.01,130
739,111,0,88.86,5,93.55,144
521,28,0,114.91,0,113.44,31
391,103,0,77.44,0,86.93,110
85,85,389,177.51,10,162.34,111
580,145,0,66.11,5,77.86,216
173,68,0,32.01,0,34.67,69
78,78,90,33.98,10,33.94,81
131,108,149,21.93,10,24.85,131
176,89,178,136.45,10,157.6,99
211,80,0,33.52,0,40.0,120
175,83,0,74.53,0,69.01,91
188,93,0,66.38,5,66.24,100
441,95,0,52.2,5,57.63,95
261,102,0,112.46,0,133.04,107
1163,210,0,69.92,10,80.38,192
256,102,0,43.87,0,43.4,99
572,78,0,27.69,0,23.75,116
52,52,116,46.65,0,49.17,107
145,21,0,64.04,10,54.78,23
248,74,0,127.51,0,149.09,73
220,98,215,191.11,0,211.95,124
241,63,210,83.03,0,90.05,99
150,73,0,32.08,5,29.3,85
0,0,0,83.21,0,89.66,141
195,38,0,12.43,10,13.89,53
321,85,0,43.74,0,46.55,136
181,120,0,23.17,0,27.03,100
173,103,107,69.18,0,66.29,123
106,41,0,102.75,0,94.65,37
503,18,0,93.09,10,82.79,26
304,105,0,84.15,10,98.16,145
222,58,0,31.01,0,37.05,76
768,146,0,93.8,10,80.98,165
339,181,553,56.46,5,56.29,200
304,77,0,78.42,10,84.54,77
103,84,77,64.42,0,63.54,75
249,133,0,30.36,10,26.68,132
86,86,162,33.76,0,30.7,172
496,74,0,54.66,10,62.56,90
77,33,50,68.65,0,80.59,29
721,195,0,135.42,0,148.0,226
595,100,0,74.36,10,67.24,137
617,95,0,22.9,10,21.72,125
348,91,319,125.66,0,149.8,97
595,119,0,73.32,0,70.39,100
474,80,0,97.19,5,96.55,124
224,109,0,23.64,0,21.17,116
189,110,0,26.02,10,29.53,107
105,105,0,93.11,0,110.81,114
137,77,0,132.17,0,129.09,66
65,44,0,14.4,5,12.65,52
738,146,0,67.34,10,78.21,198
136,136,179,117.05,10,110.44,209
522,183,668,30.34,5,35.12,213
357,121,457,22.27,10,20.63,106
107,79,79,34.67,10,29.59,75
515,211,0,22.47,0,25.94,213
275,83,0,120.21,0,102.63,92
155,155,175,65.5,5,73.82,180
186,186,182,55.89,0,50.42,206
401,103,0,147.75,5,140.69,154
158,65,192,97.67,10,85.29,87
353,67,0,62.85,10,72.49,85
883,231,0,114.64,10,122.92,201
618,102,0,107.55,0,106.59,111
362,47,0,78.75,5,93.2,43
223,77,0,124.73,0,109.62,67
168,70,0,142.47,5,130.96,91
247,63,0,49.71,0,56.39,68
796,41,0,71.39,0,70.14,69
346,197,0,13.77,10,14.6,213
339,102,0,19.16,10,18.29,97
44,44,0,153.43,0,173.98,102
452,156,347,57.55,5,68.31,136
69,44,65,64.89,0,72.0,62
198,198,0,46.64,5,50.69,202
546,151,754,37.54,0,37.2,171
59,59,63,91.58,5,81.08,55
270,125,0,115.7,10,131.19,129
793,107,0,29.63,0,31.67,141
426,164,740,68.88,10,62.75,161
135,64,0,111.74,0,131.42,86
748,74,0,18.28,10,20.45,94
187,58,193,184.52,0,167.4,87
450,64,0,99.86,5,114.79,98
